death_prob,vul_penalty,vax_effect,viral_age_effect,immune_adaptation_effect,infection_prob,vax_harm_score,deaths_vax,deaths_no_vax,steps_vax,steps_no_vax,auc_vax,auc_no_vax,delta_auc,non_vul_proportion_dead_delta,vulnerable_proportion_dead_delta,seeds,viral_age_delta,immunity_delta,total_unique_infected_delta,total_infections_delta,vul_infections_delta,non_vul_infections_delta,avg_reinfections_delta
0.015475981302550644,2,0.10106291491284641,0.8854093547477079,0.05,0.25,0.00396,0.03749,0.041449999999999994,89.6,89.79,45.965720000000005,51.784645,-5.818924999999999,-0.004701534629294543,0.002349839379298015,"(np.float64(500471154.0), np.float64(500471154.0))",0.26134999999999997,-0.006190000000000018,-0.81,-36.39,-1.12,-35.27,-0.06830089251651263
0.893919685266205,2,0.1017960810049524,0.10213274450930535,0.05,0.25,-0.00183,0.11818000000000001,0.11635000000000001,3.78,3.225,0.03379000000000001,0.049305,-0.015515000000000006,0.0014847232631006316,0.004427504041312252,"(np.float64(57889038.0), np.float64(57889038.0))",-0.02902,-0.0006999999999999999,0.105,-0.06,0.075,-0.135,-0.000572238199966164
0.8638750394332837,2,0.8919499986896015,0.8888354131947147,0.05,0.25,0.08646,0.02025,0.10671000000000001,5.935,64.015,0.08397000000000002,11.891644999999999,-11.807675,-0.09625705276510793,0.002278521884358267,"(np.float64(2489005382.0), np.float64(2489005382.0))",-4.9873400000000006,-0.42089,-299.59,-438.44,-29.015,-409.425,-0.3710744230156115
0.028318298774934907,2,0.10110100178440362,0.11356346114374755,0.05,0.25,0.0713,0.3389,0.4102,132.095,140.195,32.480505,36.365675,-3.88517,-0.0795740484654876,-0.009249044904574611,"(np.float64(4131385015.0), np.float64(4131385015.0))",0.39834,0.026400000000000007,-3.625,-23.525,0.32,-23.845,-0.030848325690478393
0.03232263967678446,2,0.8982241180749643,0.10153635231522538,0.05,0.25,0.35251,0.00126,0.35377,6.72,137.91,0.102315,30.120665,-30.01835,-0.38906780150944087,-0.025944417055012856,"(np.float64(2579238539.0), np.float64(2579238539.0))",-8.40154,-1.4774,-433.44,-983.08,-75.02,-908.06,-1.1308697347157532
0.8840078166042077,2,0.8967423781549558,0.1101881753883551,0.05,0.25,0.09423000000000002,0.020030000000000003,0.11426,5.89,6.24,0.084025,0.06099500000000001,0.023030000000000005,-0.10552634398193428,0.006522180986265312,"(np.float64(4221040846.0), np.float64(4221040846.0))",-0.022019999999999998,0.07941,-7.435,-7.41,0.39,-7.8,0.0004369283023944026
0.011533828888079821,2,0.889274322410906,0.8860877080123826,0.05,0.25,0.02075,0.00039,0.02114,6.64,69.305,0.10400999999999999,33.283564999999996,-33.179555,-0.02300856235755914,-0.0005573699033499137,"(np.float64(2448390357.0), np.float64(2448390357.0))",-6.6434500000000005,-1.61096,-437.775,-1071.005,-84.305,-986.7,-1.290927674404494
0.8923012859835985,2,0.8863970236194001,0.8839074684664743,0.05,0.25,0.08534999999999998,0.02176,0.10711000000000002,6.905,62.955,0.08647,11.74678,-11.660310000000003,-0.09487945109693795,0.0006178420114557816,"(np.float64(470056471.0), np.float64(470056471.0))",-4.84395,-0.42164999999999997,-293.465,-432.995,-30.265,-402.73,-0.3684389795998162
0.012341944863877493,2,0.10645357616125245,0.10260165466095526,0.05,0.25,0.055229999999999994,0.22713,0.28236,148.01,154.595,49.601895000000006,56.622344999999996,-7.02045,-0.05999355919052473,-0.016346792835961542,"(np.float64(3964172139.0), np.float64(3964172139.0))",0.4841,-0.059309999999999995,-0.625,-67.73,-0.67,-67.06,-0.13146600621702081
0.889648061653783,2,0.1278831163635804,0.8794723564563339,0.05,0.25,-0.00019000000000000044,0.11008000000000001,0.10989000000000003,62.79,63.42,13.032435,16.58096,-3.5485249999999997,-0.0008687823935168115,0.01019769428241472,"(np.float64(2330605114.0), np.float64(2330605114.0))",-0.7487199999999998,-0.048089999999999994,-44.815,-78.015,-2.815,-75.2,-0.045013906422658456
